feature,class_label
"[-6.04682251e+02  5.39474678e+01  9.53383827e+00  3.17475319e-01
 -3.78293371e+00 -7.10028350e-01 -1.41969881e+01 -3.58717036e+00
 -1.90076694e+01 -1.14808855e+01 -1.38778763e+01 -7.00226021e+00
 -5.32316864e-01 -7.87085295e+00  1.30534805e-02 -7.26420498e+00
 -6.30402756e+00 -2.92959070e+00  2.73675412e-01 -5.45399904e+00
 -4.71551180e+00 -1.89548802e+00 -8.79588127e+00  4.32830788e-02
 -3.68348575e+00 -5.52571249e+00 -2.33212757e+00 -2.29979753e+00
  3.25029111e+00  3.14874262e-01 -3.73675346e-01 -5.42217851e-01
 -2.51053667e+00 -3.22431445e+00 -2.56052804e+00  3.85434985e-01
  3.73323774e+00  2.51035762e+00  4.72678757e+00  4.23584127e+00]",1
"[-5.89002197e+02  5.87719383e+01  3.32017040e+00  7.83842468e+00
 -1.15030241e+00 -6.82132125e-01 -1.38930597e+01 -2.68614554e+00
 -1.92220230e+01 -9.95454025e+00 -1.62150993e+01 -9.12911320e+00
  1.88918436e+00 -1.01923685e+01  2.19829273e+00 -6.64512253e+00
 -5.91526508e+00 -5.72293043e+00 -1.41546154e+00 -9.98152542e+00
 -7.67742777e+00  2.82352388e-01 -1.35147085e+01  8.78512681e-01
 -6.13078690e+00 -6.95420837e+00 -3.27486062e+00 -4.27305269e+00
  3.12458897e+00 -1.94705427e+00  2.58519745e+00 -6.42494917e-01
 -2.72535396e+00 -2.69320011e+00 -2.51591754e+00 -4.96711284e-01
  3.09267902e+00  4.77351236e+00  3.62870145e+00  5.41735649e+00]",1
"[-6.1804901e+02  6.5203583e+01  7.8184266e+00  4.2749257e+00
 -2.7152367e+00  1.0232865e+00 -1.4572973e+01 -1.2848144e+00
 -2.0606359e+01 -1.0865920e+01 -1.6236437e+01 -6.0719886e+00
  1.1110789e+00 -8.4196119e+00  9.8258799e-01 -9.1464386e+00
 -4.4598923e+00 -7.8230562e+00 -1.6270850e+00 -9.7607498e+00
 -7.8238983e+00  1.4676144e+00 -1.3157976e+01  1.5257695e+00
 -4.9563808e+00 -6.6606331e+00 -3.7892671e+00 -3.8914087e+00
  5.3414291e-01 -3.7052622e+00  8.8938546e-01 -2.8359075e+00
 -4.1784668e-01 -3.5688267e+00 -2.5574539e+00 -1.1212455e+00
 -1.0772777e-01  4.4577789e+00  4.6488438e+00  5.1505823e+00]",1
"[-6.1491797e+02  7.2719086e+01 -7.5928926e+00  3.4600892e+00
  1.5785676e-01 -2.5053489e+00 -1.3604412e+01 -4.8440061e+00
 -1.9719580e+01 -9.8052149e+00 -1.8025436e+01 -6.5532284e+00
  6.7765582e-01 -1.0516593e+01  2.2447829e+00 -9.3055773e+00
 -6.7578120e+00 -6.4429111e+00 -2.2460065e+00 -8.7962523e+00
 -7.1773820e+00  1.1012448e+00 -1.3007372e+01  8.7204736e-01
 -3.2142544e+00 -6.8715057e+00 -3.5055890e+00 -5.8090677e+00
  3.0261305e-01 -4.7271571e+00 -1.4726714e+00 -2.1033688e+00
 -2.9171531e+00 -1.1782639e+00 -2.1442404e+00 -2.8138993e+00
 -6.7834353e-01  1.7844239e+00  3.2937646e+00  5.1678514e+00]",1
"[-5.9618665e+02  6.6174698e+01 -1.0932941e+00  8.0695066e+00
  1.1341010e+00 -2.8995588e+00 -1.4436501e+01  7.5933337e-01
 -2.0854744e+01 -9.9984283e+00 -1.7686712e+01 -9.2610140e+00
  2.4616232e+00 -1.0966594e+01  8.6961158e-02 -8.8576908e+00
 -6.1313820e+00 -6.7556543e+00 -6.7162234e-01 -9.3238745e+00
 -8.7156448e+00  2.3790820e+00 -1.4978194e+01  3.2046199e-01
 -4.9012713e+00 -9.1855555e+00 -1.9684095e+00 -7.1209936e+00
  4.0901455e-01 -3.5380933e+00 -4.2877048e-01  3.3463493e-01
 -1.2068118e+00 -3.4267992e-01 -1.9192363e+00  3.7958422e-01
  2.2983043e+00  3.6413732e+00  6.7470584e+00  4.6859527e+00]",1
"[-6.0003284e+02  5.5952709e+01  3.0114977e+00  6.2093101e+00
 -9.6916831e-01 -2.9071984e+00 -1.2991258e+01 -5.8508247e-01
 -2.0252693e+01 -1.1614938e+01 -1.3765666e+01 -6.0999918e+00
  2.8513741e-01 -9.9444065e+00  2.1009796e+00 -7.0486550e+00
 -3.7529480e+00 -6.6320295e+00 -4.6178603e-01 -6.6190515e+00
 -7.7364626e+00  3.9047458e+00 -1.3247201e+01  8.6292207e-01
 -1.9504917e+00 -8.0562649e+00  6.1532849e-01 -4.6145139e+00
  1.2949321e+00 -2.4972986e-01 -1.1749514e+00 -9.7725022e-01
 -2.7492976e+00 -2.7797537e+00 -2.3442466e+00 -3.5968918e-02
  6.5134704e-01  2.5938215e+00  5.2398396e+00  3.7936192e+00]",1
"[-6.52933411e+02  8.10518188e+01 -2.24623188e-01 -1.23804867e+00
  2.66042662e+00  2.40098023e+00 -1.48536625e+01  1.06871128e+00
 -2.01710091e+01 -1.25416803e+01 -1.49088316e+01 -6.73605394e+00
  1.75285447e+00 -8.39145470e+00 -7.34334826e-01 -7.97684717e+00
 -2.70196056e+00 -7.23573017e+00 -3.00352597e+00 -6.41310692e+00
 -7.51795483e+00  2.10027695e+00 -1.24353685e+01  1.20585367e-01
 -3.31196499e+00 -8.03412914e+00 -1.82180858e+00 -7.42932320e+00
  3.88850123e-01 -5.61261320e+00 -5.22860146e+00 -2.42398071e+00
 -5.19836330e+00 -1.99753368e+00 -1.66102004e+00 -1.43719327e+00
  7.50538647e-01  1.14995949e-01  3.90234232e+00  2.79368830e+00]",1
"[-6.07591431e+02  5.98574486e+01  6.80768538e+00  3.42867756e+00
 -3.60453904e-01 -9.34087455e-01 -1.28674555e+01 -1.04102588e+00
 -2.02255135e+01 -9.54650307e+00 -1.17869644e+01 -8.79671192e+00
  1.55016983e+00 -7.40474939e+00  2.44496655e+00 -6.89213705e+00
 -4.06721354e+00 -5.00448942e+00 -1.98880720e+00 -7.05951071e+00
 -6.79612303e+00  2.03319407e+00 -1.15329952e+01  1.36199617e+00
 -3.80157566e+00 -7.59495163e+00 -1.15103543e+00 -5.05187654e+00
  1.24559951e+00 -3.11069679e+00 -1.27393496e+00 -1.00090814e+00
 -3.84251595e+00 -2.06217742e+00 -3.39515114e+00 -5.38771212e-01
  1.19124961e+00  1.06817973e+00  5.20094585e+00  2.32308793e+00]",1
"[-6.01689819e+02  5.19654503e+01  9.57700348e+00  4.59051466e+00
 -2.14307022e+00 -6.45065725e-01 -1.33134680e+01 -9.54106152e-01
 -1.97931499e+01 -8.18777943e+00 -1.36287365e+01 -6.31875849e+00
  1.86472332e+00 -7.47241020e+00  2.05145335e+00 -6.78503752e+00
 -3.70850730e+00 -6.44270277e+00  1.40931118e+00 -7.93246365e+00
 -5.98848629e+00  3.53001094e+00 -1.38885670e+01  9.49059248e-01
 -4.48795414e+00 -8.81928730e+00 -1.38866520e+00 -3.69324470e+00
  2.58224130e+00 -9.31843877e-01 -9.84058678e-01 -1.97573435e+00
 -2.83151221e+00 -1.85435629e+00 -2.54285884e+00  4.89056379e-01
  2.08211446e+00  1.29920542e+00  4.55701208e+00  2.76049924e+00]",1
"[-6.0423718e+02  6.7298210e+01  3.6719437e+00  4.1780658e+00
  2.0527539e+00 -1.0638596e+00 -1.6996960e+01  8.9481825e-01
 -2.4956854e+01 -9.8742304e+00 -1.8929066e+01 -8.5503902e+00
  5.5988568e-01 -1.0517624e+01  2.3983045e+00 -8.2247114e+00
 -5.2905617e+00 -8.5815201e+00  1.5864854e-01 -9.2237110e+00
 -8.2695599e+00  2.5169716e+00 -1.5833172e+01  5.8024949e-01
 -4.9439859e+00 -8.1964207e+00 -3.1221693e+00 -6.2768226e+00
  3.9272338e-01 -3.5077517e+00  1.6003586e-01 -6.4408654e-01
 -1.1071889e-01 -1.2379503e+00 -1.2623923e+00 -1.4342397e+00
  1.9059831e+00  2.9382870e+00  6.7747369e+00  4.5050025e+00]",1
"[-6.0474445e+02  5.5932316e+01  6.8954854e+00  3.6795707e+00
 -4.2746644e+00 -3.8575491e-01 -1.0074621e+01 -2.2763321e+00
 -2.0897655e+01 -9.9835424e+00 -1.5084986e+01 -6.6855173e+00
  1.3586243e+00 -7.3909655e+00  1.4469026e-01 -5.9101515e+00
 -4.1896753e+00 -6.8947949e+00  9.7141337e-01 -8.8704863e+00
 -6.5994782e+00  3.6768143e+00 -1.1520014e+01 -8.4157260e-03
 -4.0983377e+00 -8.6412420e+00 -2.3217504e+00 -3.0436213e+00
  1.9923981e+00 -1.0347931e+00 -7.6233864e-01 -1.4527160e+00
 -3.0378792e+00 -4.0822139e+00 -4.2197828e+00 -9.5482892e-01
  2.3711798e+00  2.4457746e+00  4.3320889e+00  2.7720611e+00]",1
"[-6.7057092e+02  9.6568787e+01 -7.2723861e+00 -8.6348021e-01
 -7.3228210e-01 -8.0462492e-01 -1.3199448e+01 -3.0181057e+00
 -2.1865070e+01 -1.2561618e+01 -1.7096272e+01 -6.3217196e+00
  5.9813499e-01 -8.2070646e+00 -2.3992698e+00 -9.1541262e+00
 -4.9756265e+00 -9.8000612e+00 -3.2195466e+00 -8.5918894e+00
 -7.4083090e+00 -1.1526206e+00 -1.2101349e+01  2.1479201e-01
 -6.0152197e+00 -6.6794968e+00 -3.5453277e+00 -4.5641875e+00
  2.5318009e-01 -5.3459415e+00 -4.2866025e+00 -4.7227254e+00
 -3.9774058e+00 -3.6130049e+00 -1.7920290e+00 -2.1478143e+00
 -3.1347108e-01 -1.4504340e+00  3.6073222e+00  4.9150028e+00]",1
"[-6.0418665e+02  6.8799660e+01  1.4896139e+00  3.0440917e+00
 -1.5016365e+00 -9.3699491e-01 -1.8789082e+01  5.2541500e-01
 -2.3480860e+01 -7.1815825e+00 -1.8954575e+01 -7.9687052e+00
  3.0467527e+00 -1.0224738e+01  1.6176991e+00 -9.3978367e+00
 -4.1491652e+00 -7.2245617e+00 -4.8047796e-01 -9.5609303e+00
 -6.7393923e+00  3.7030931e+00 -1.6140566e+01  2.7541988e+00
 -3.7776952e+00 -9.6886997e+00 -9.0264243e-01 -7.2741294e+00
  7.6315159e-01 -2.8911443e+00 -5.5610186e-01  5.1947564e-01
 -1.6676956e+00 -1.2544707e+00 -2.6653252e+00 -1.6901882e+00
  9.3811613e-01  2.1627471e+00  6.8130836e+00  3.5372815e+00]",1
"[-6.0521198e+02  6.6011475e+01  8.0347595e+00  5.2053275e+00
 -2.3954425e+00  9.7201890e-01 -1.7520229e+01  1.0115175e+00
 -2.5495628e+01 -3.5333045e+00 -1.6106575e+01 -7.9202862e+00
  2.3319519e+00 -1.3541292e+01  2.2440684e+00 -1.0010278e+01
 -5.6582460e+00 -6.2486019e+00 -6.2368250e-01 -9.5182343e+00
 -5.7732911e+00  2.2137847e+00 -1.5549073e+01  2.2024782e+00
 -6.5410962e+00 -8.4506588e+00 -2.9387805e+00 -6.3910809e+00
  2.6001887e+00 -4.2187028e+00 -6.1579162e-01 -3.0342537e-01
 -3.9787323e+00 -2.6646633e+00 -1.8029969e+00 -2.4346590e+00
  2.6085424e+00  1.9097710e+00  5.2254419e+00  3.7197108e+00]",1
