feature,class_label
"[-6.2184351e+02  7.9805969e+01 -6.1112809e+00  2.4693465e+00
 -1.6436517e-02 -3.0726480e+00 -1.4041941e+01 -5.3824816e+00
 -1.8176516e+01 -1.0544258e+01 -2.0587788e+01 -7.7782726e+00
  2.3317389e+00 -1.0677744e+01  1.6033185e+00 -8.8793154e+00
 -7.8050160e+00 -5.3340850e+00 -2.1440456e+00 -1.0752850e+01
 -7.1001215e+00  2.0257876e+00 -1.4401519e+01  1.3262373e+00
 -2.6122892e+00 -8.9140368e+00 -3.1649075e+00 -6.4188251e+00
  4.2636864e-02 -4.4791889e+00 -1.6864088e+00 -1.8279643e-01
 -2.1124368e+00 -1.5273415e+00 -2.8911357e+00 -2.4999175e+00
 -1.2649058e+00  1.2864796e+00  4.0803413e+00  5.1271658e+00]",1
"[-6.63131897e+02  8.39968185e+01 -2.74518180e+00 -1.49007589e-01
 -5.41687667e-01  3.23083353e+00 -1.60958652e+01 -1.13729239e+00
 -2.04881840e+01 -1.24313135e+01 -1.63127689e+01 -7.12161350e+00
 -1.86677143e-01 -7.67775488e+00 -1.50031042e+00 -8.19585896e+00
 -3.83204317e+00 -7.95120573e+00 -1.48207796e+00 -8.40811157e+00
 -7.15462542e+00  6.69808626e-01 -1.39656296e+01  1.93153843e-01
 -6.11415386e+00 -8.15724468e+00 -2.44496250e+00 -5.96858597e+00
 -1.07125565e-01 -5.95563936e+00 -4.22076035e+00 -2.95354128e+00
 -4.59911394e+00 -3.25910783e+00 -1.43306172e+00 -2.85400701e+00
  2.75391865e+00 -8.21905375e-01  3.75507998e+00  2.10241079e+00]",1
"[-6.20394775e+02  6.20134125e+01  5.72632885e+00  2.29616731e-01
 -4.32941675e+00  1.37314785e+00 -1.10299721e+01 -5.92070532e+00
 -1.84764214e+01 -1.22818422e+01 -1.66419029e+01 -5.83562756e+00
  8.39951277e-01 -9.88444996e+00 -1.03331518e+00 -5.35818243e+00
 -6.69902325e+00 -5.90524340e+00 -6.21591985e-01 -8.83426189e+00
 -4.03913069e+00  6.49619699e-01 -1.23284445e+01  1.63950175e-01
 -3.46453571e+00 -6.72055578e+00 -7.02431619e-01 -3.89783382e+00
  9.70807672e-01  7.15242684e-01 -2.77237034e+00 -1.66383311e-01
 -2.51084137e+00 -4.69505835e+00 -1.37070942e+00 -1.30835903e+00
  3.18416095e+00  1.09044826e+00  5.12636042e+00  4.28864765e+00]",1
"[-6.1274414e+02  6.5180183e+01  2.2461352e+00  2.5220652e+00
 -2.3187864e+00 -8.1636065e-01 -1.6926031e+01  2.7994597e+00
 -2.6018791e+01 -1.1014092e+01 -1.5343934e+01 -7.7275133e+00
  2.2805359e+00 -9.5010557e+00  1.7685922e+00 -1.0299625e+01
 -4.7038579e+00 -4.7517033e+00 -2.0874426e+00 -6.6857896e+00
 -6.8788657e+00  1.9192877e+00 -1.2133944e+01  5.2289808e-01
 -2.9824367e+00 -9.7260208e+00 -2.3274593e+00 -6.3662691e+00
  3.0572248e-01 -3.2992332e+00 -3.4373250e+00  2.4304971e-01
 -2.1815341e+00 -7.8242332e-02 -2.7883402e-01 -1.4147371e+00
  2.4270363e+00  1.8401570e+00  6.6711364e+00  3.1284986e+00]",1
"[-6.2122314e+02  7.0991104e+01  5.3519745e+00 -5.1510230e-02
 -3.3231933e+00  3.6684422e+00 -1.9394524e+01 -3.0429604e+00
 -2.1046040e+01 -1.1508001e+01 -1.4480823e+01 -7.1462359e+00
  2.0973725e+00 -1.1084981e+01  9.9019158e-01 -7.9977078e+00
 -6.0691218e+00 -5.9534307e+00 -6.8964946e-01 -8.0886135e+00
 -6.6973152e+00  3.0600197e+00 -1.3962611e+01  1.2434477e+00
 -4.6980772e+00 -9.6252995e+00 -1.9315516e+00 -6.4362321e+00
  1.1440490e+00 -3.7175815e+00 -1.9905272e+00 -1.6293005e+00
 -5.3145943e+00 -3.3065984e+00 -1.5866797e+00  5.2778220e-01
  3.7579286e+00  3.9672139e+00  5.5149374e+00  2.0134628e+00]",1
"[-5.9127155e+02  6.2023453e+01  1.3474109e+00  1.2150421e+01
  5.9971297e-03  1.0973680e+00 -1.6831152e+01 -1.0059620e+00
 -2.4243563e+01 -6.7458301e+00 -1.6161772e+01 -7.2987404e+00
  2.8531928e+00 -1.3875389e+01  3.1650212e+00 -8.9155178e+00
 -7.5783687e+00 -8.0262489e+00 -1.3396232e+00 -8.9687920e+00
 -9.6410627e+00  2.4544790e+00 -1.4777343e+01 -6.2687570e-01
 -4.6966944e+00 -8.4585705e+00 -2.2848654e+00 -8.1134586e+00
  5.4515839e-01 -3.8531704e+00 -4.2878881e-01  2.0605860e+00
 -2.2221723e+00  6.2320071e-01 -2.8059831e-01 -8.5301286e-01
  3.6741087e+00  3.2321661e+00  7.2180014e+00  3.7404599e+00]",1
"[-5.9400653e+02  6.0538101e+01  2.7072539e+00  1.0793070e+01
  2.0552504e+00  2.4054124e+00 -1.7095707e+01  2.8549874e+00
 -2.4128002e+01 -6.6827002e+00 -1.5145567e+01 -8.3232670e+00
  3.2089727e+00 -1.3899706e+01  3.7284875e+00 -7.7841144e+00
 -6.3727503e+00 -8.0108204e+00 -1.7413359e+00 -1.0070132e+01
 -9.4625797e+00  2.6013618e+00 -1.6235838e+01  9.1313750e-01
 -4.5964036e+00 -9.1295595e+00 -6.1150742e-01 -5.1883020e+00
  2.1103418e+00 -1.4729301e+00  4.0717867e-01  3.8515863e-01
 -2.6604559e+00 -1.9846362e+00 -1.2150302e+00 -2.4304321e+00
  1.6774788e+00  2.1293590e+00  4.3912292e+00  5.1614013e+00]",1
"[-6.1128827e+02  6.7153831e+01  6.1211162e+00  4.8195786e+00
 -3.7760180e-01 -5.9169620e-01 -1.2021110e+01 -1.2340950e+00
 -2.0423422e+01 -8.5704165e+00 -1.1923247e+01 -7.7130947e+00
  7.6672721e-01 -9.3046770e+00  3.3873045e+00 -8.5800323e+00
 -5.7805238e+00 -5.1148305e+00 -1.8743960e+00 -7.3847184e+00
 -6.5787001e+00  2.7751601e+00 -1.1495239e+01  5.9324626e-02
 -5.8574696e+00 -8.7553320e+00 -2.7149568e+00 -5.9577551e+00
  1.4191056e+00 -2.8383317e+00 -1.8101070e+00 -9.7077197e-01
 -4.0906596e+00 -3.1644077e+00 -2.7020090e+00 -1.6353264e+00
  6.6189665e-01  2.1644323e+00  4.1260376e+00  4.2994061e+00]",1
"[-6.00860901e+02  6.99459152e+01  2.28100061e+00  8.92334080e+00
 -5.43975174e-01 -4.69700217e-01 -1.54156399e+01 -9.04541910e-01
 -2.02753677e+01 -9.98951817e+00 -1.87031269e+01 -7.83925104e+00
  2.83026481e+00 -1.34433365e+01  2.36716914e+00 -1.00357695e+01
 -6.08882570e+00 -6.66780901e+00 -3.47296906e+00 -9.83626747e+00
 -1.08374233e+01  1.08146787e+00 -1.52730942e+01 -7.96164796e-02
 -4.48136139e+00 -7.98657703e+00 -2.34470558e+00 -7.47351503e+00
  1.22058988e+00 -2.22351980e+00  1.21005261e+00  2.24132776e+00
 -1.65334344e+00 -1.63534558e+00 -1.50314295e+00 -8.25561702e-01
  1.91339338e+00  4.38282919e+00  7.41582203e+00  4.76630068e+00]",1
"[-5.9484607e+02  5.8802654e+01  3.4800310e+00  4.2484274e+00
 -2.7632954e+00 -8.5008520e-01 -1.5563358e+01  1.7991251e+00
 -2.5864908e+01 -9.0269260e+00 -1.2976684e+01 -9.5346603e+00
  3.5767548e+00 -1.2569646e+01  1.6932775e+00 -8.2829199e+00
 -3.1871836e+00 -6.7757349e+00 -1.8179780e+00 -6.5296259e+00
 -8.1682253e+00  3.1618719e+00 -1.3876507e+01  1.7083833e+00
 -4.8452535e+00 -6.6047187e+00 -1.0415066e-01 -6.8761539e+00
  2.4522457e+00 -3.7721295e+00  1.2637466e-01  1.0566399e-01
 -3.5351181e+00 -3.5564718e-01 -3.0608180e+00  5.9036118e-01
  2.1839237e+00  2.3428929e+00  6.2447481e+00  2.7387772e+00]",1
"[-6.3202197e+02  6.9646584e+01  2.5977209e+00 -1.0360441e+00
 -4.1326361e+00  6.0405750e+00 -1.6424891e+01  9.9960852e-01
 -2.2345932e+01 -1.3355465e+01 -1.5357521e+01 -7.2400470e+00
  1.8367152e+00 -1.0998844e+01 -8.5772854e-01 -8.4558334e+00
 -5.3583603e+00 -7.3689861e+00 -2.4750478e+00 -6.8678274e+00
 -7.1614852e+00  2.4519663e+00 -1.3401876e+01 -1.0829201e+00
 -3.5732050e+00 -8.5386066e+00  2.8007910e-01 -6.6086302e+00
  4.7727343e-01 -3.2075343e+00 -5.8505077e+00  7.0174801e-01
 -4.2405057e+00 -3.2486920e+00 -3.6610255e-01 -1.4874578e+00
  3.5961883e+00  1.8217714e-01  6.5332270e+00  1.3059382e+00]",1
"[-6.1053796e+02  7.2001198e+01 -4.6270814e+00  7.5014248e+00
  2.2509797e+00 -2.4966223e+00 -1.3476208e+01 -8.6468351e-01
 -2.0180948e+01 -7.5813951e+00 -2.0261345e+01 -7.6708789e+00
  4.0212922e+00 -1.1298492e+01  2.3961892e+00 -9.9957914e+00
 -6.7699819e+00 -6.9226298e+00 -2.5606427e+00 -1.0118100e+01
 -1.0354583e+01 -9.0632856e-01 -1.6633089e+01 -4.5882989e-02
 -4.3347311e+00 -9.0493441e+00 -4.2532234e+00 -5.6733341e+00
  2.0332360e+00 -3.4011967e+00 -3.2092166e-01  2.4857876e-01
 -1.2033963e+00 -6.7862672e-01 -2.0281303e+00 -2.4295251e+00
  5.7276934e-01  1.1632313e+00  4.7604308e+00  5.2050786e+00]",1
"[-5.9570380e+02  5.8935890e+01  6.0718384e+00  7.0127387e+00
 -2.3619976e+00 -7.5076067e-01 -1.4639500e+01  3.0124566e-01
 -2.3071609e+01 -9.4057980e+00 -1.2500922e+01 -7.1723256e+00
  1.5235689e+00 -1.3346266e+01  3.0975008e+00 -8.9476738e+00
 -5.6616402e+00 -5.0495639e+00 -1.1248688e+00 -4.4120870e+00
 -7.4409451e+00  2.1487942e+00 -1.3183763e+01 -5.1069391e-01
 -4.9135480e+00 -7.2316198e+00 -1.0376891e+00 -7.5156918e+00
  1.8005996e+00 -4.1581569e+00 -9.9263465e-01  1.4602195e+00
 -4.1972923e+00 -7.6933026e-01 -1.8218350e+00 -1.3679932e-02
  3.0502388e+00  3.4489410e+00  6.3554387e+00  1.8183709e+00]",1
"[-5.89460327e+02  6.10946808e+01  4.92974806e+00  1.24973316e+01
 -1.15490270e+00  1.66483223e+00 -1.22871542e+01 -2.11922717e+00
 -2.42901421e+01 -8.30343628e+00 -1.38450298e+01 -7.13504744e+00
 -2.74874479e-01 -1.21471653e+01  2.71180964e+00 -1.04754839e+01
 -6.44014263e+00 -7.05168295e+00 -1.42588949e+00 -9.58058643e+00
 -1.02584715e+01  3.24025536e+00 -1.35480423e+01 -1.38036382e+00
 -5.52698898e+00 -9.13322735e+00 -2.82522559e+00 -6.44718695e+00
  1.58739567e+00 -4.13025188e+00 -2.08976433e-01  3.22139001e+00
 -3.30204463e+00 -2.48794883e-01 -1.61023617e-01 -1.38610268e+00
  3.27295423e+00  1.77969968e+00  6.47443867e+00  6.36950636e+00]",1
"[-5.7238989e+02  5.1670326e+01  3.2909212e+00  1.3917606e+01
 -1.1049995e+00 -1.3622813e-01 -1.3059207e+01 -1.6706066e+00
 -2.2931910e+01 -7.3196411e+00 -1.5005893e+01 -5.2376790e+00
  1.9313086e+00 -1.4315999e+01  5.5844684e+00 -8.9248590e+00
 -7.2672629e+00 -6.9899502e+00 -1.6931310e+00 -8.5422773e+00
 -1.1071262e+01  2.1188540e+00 -1.3659247e+01 -1.3553922e+00
 -5.3032713e+00 -7.0922270e+00 -1.5951452e+00 -5.5528564e+00
  3.0539825e+00 -1.6859766e+00  6.2456697e-01  1.6045671e+00
 -2.4181893e+00  4.9233425e-01  6.4429355e-01 -3.1233418e-01
  3.0705247e+00  1.5089879e+00  6.3956904e+00  5.8873882e+00]",1
"[-5.8645679e+02  6.0589638e+01  4.5412989e+00  1.0022353e+01
 -5.8285064e-01  1.5156786e+00 -1.2870805e+01 -2.8665357e+00
 -2.2137997e+01 -9.8073177e+00 -1.6298512e+01 -6.3202796e+00
  1.9155033e+00 -1.2108565e+01  1.3814622e+00 -7.2431355e+00
 -6.4561591e+00 -7.9946837e+00  1.6651510e+00 -8.3819246e+00
 -7.9041781e+00  1.9966103e+00 -1.4003338e+01  7.6711589e-01
 -4.5890799e+00 -5.7215753e+00 -2.3295560e+00 -7.1092501e+00
 -1.4749994e+00 -5.0055857e+00 -7.7657819e-01 -3.2294724e-02
 -5.2447718e-01  1.0118110e+00  1.3191358e+00  8.6337227e-01
  2.9889085e+00  3.8257046e+00  5.8304424e+00  2.9937825e+00]",1
"[-6.3685449e+02  7.7426071e+01  3.6868012e+00 -2.6619419e-01
 -2.6123013e+00  3.5932713e+00 -1.8426834e+01 -2.3443754e+00
 -2.0177261e+01 -1.0464606e+01 -1.2172307e+01 -7.3419948e+00
  2.2714303e+00 -1.0317796e+01 -1.1249563e+00 -6.4822311e+00
 -4.9621735e+00 -7.8914738e+00 -2.0349004e+00 -6.4461093e+00
 -6.8115535e+00  2.8988867e+00 -1.3112582e+01  2.0404087e-02
 -3.5942087e+00 -8.8312759e+00 -8.8394123e-01 -7.7346964e+00
  1.6684518e+00 -2.8960102e+00 -4.0408015e+00 -2.1267188e+00
 -6.0049419e+00 -2.4409742e+00 -1.6900833e+00  4.3848774e-01
  2.9237385e+00  1.9670407e+00  4.6001806e+00  1.7599380e+00]",1
"[-5.91916748e+02  5.61459274e+01  1.01337336e-01  7.10532284e+00
 -1.12559545e+00 -2.75719643e+00 -1.56070251e+01 -1.38188803e+00
 -2.53181858e+01 -7.01048326e+00 -1.04784346e+01 -8.67403698e+00
  2.15784788e+00 -1.09279976e+01  2.99328685e+00 -8.39480591e+00
 -5.23586988e+00 -6.10614634e+00 -6.49952710e-01 -6.29620218e+00
 -8.36968040e+00  3.37353063e+00 -1.35056067e+01  1.39531881e-01
 -3.81993079e+00 -6.59018898e+00 -3.97310138e-01 -5.35498762e+00
  4.90881586e+00 -3.02120304e+00 -1.16383719e+00 -1.42085016e-01
 -5.45247889e+00  2.77743191e-01 -9.36278403e-01  6.56420231e-01
  3.52623558e+00  3.21955776e+00  5.64269686e+00  2.21170473e+00]",1
"[-6.0176721e+02  6.7113014e+01  2.8707097e+00  6.5496635e+00
 -3.7716962e-02 -4.6645802e-01 -1.2560397e+01  6.4176786e-01
 -2.3765177e+01 -5.1028199e+00 -1.1712074e+01 -7.8658004e+00
  2.9988964e+00 -1.1695217e+01  2.7246864e+00 -8.8483458e+00
 -5.6416078e+00 -6.5049648e+00 -1.3494611e+00 -8.1570129e+00
 -8.0927172e+00  2.2018585e+00 -1.2542245e+01  1.0147097e+00
 -6.3174872e+00 -5.7913680e+00 -3.5054138e+00 -7.7613039e+00
  2.1971788e+00 -5.7978110e+00 -7.6824975e-01 -1.9899422e+00
 -4.4351878e+00 -1.9754974e+00 -2.3508854e+00  6.7308384e-01
  1.1390734e+00  3.3016038e+00  4.5873976e+00  2.4078162e+00]",1
"[-5.85956421e+02  4.89688339e+01  6.21509552e+00  6.39089298e+00
 -1.15330637e+00  1.01717746e+00 -1.32796144e+01 -2.35052800e+00
 -2.41669922e+01 -7.35191345e+00 -1.14070768e+01 -7.41686296e+00
  1.02346921e+00 -1.00376263e+01  1.38013995e+00 -6.83636808e+00
 -3.75137711e+00 -8.64052868e+00  1.29469228e+00 -6.74689436e+00
 -8.52582359e+00  3.16065288e+00 -1.19446125e+01  4.36988622e-01
 -6.49637032e+00 -5.99809933e+00 -1.88218403e+00 -5.54322958e+00
  1.99137127e+00 -3.11728883e+00 -2.66802609e-01 -3.00528836e+00
 -4.01719952e+00 -1.83234584e+00 -2.93775648e-01  3.46625924e+00
  3.74617100e+00  3.15689921e+00  3.35336471e+00 -3.14380646e-01]",1
"[-5.9450574e+02  5.7897095e+01  3.9882283e+00  6.4465508e+00
 -3.8888907e+00 -1.7669204e+00 -1.2460264e+01 -3.3212430e+00
 -2.0889179e+01 -7.9043145e+00 -1.4450321e+01 -6.3401909e+00
  2.1531317e+00 -1.1151453e+01  1.2448505e+00 -6.8555479e+00
 -4.3773975e+00 -6.9310217e+00 -3.0942017e-01 -7.8618898e+00
 -6.3057671e+00  2.2142859e+00 -1.1981755e+01  2.4556775e+00
 -5.3430643e+00 -5.8314176e+00 -2.0800242e+00 -7.3100619e+00
  8.6076671e-01 -4.4879198e+00 -8.3429974e-01  2.3194291e-01
 -2.1494484e+00 -6.7745320e-02  3.2769975e-01  2.3775687e+00
  3.5670731e+00  4.0044632e+00  3.8354499e+00 -7.0918053e-01]",1
"[-6.7166400e+02  9.5441673e+01 -9.0000572e+00 -3.2055562e+00
 -2.6747024e+00 -1.1930525e+00 -1.3130529e+01 -6.2703123e+00
 -2.0852594e+01 -1.3646234e+01 -1.4152090e+01 -7.1143618e+00
 -1.1859158e+00 -8.5854635e+00 -3.1475623e+00 -7.5237489e+00
 -5.8024168e+00 -7.5327477e+00 -3.0119705e+00 -7.2490969e+00
 -4.4669127e+00 -1.6451480e+00 -1.1864464e+01 -3.9949316e-01
 -4.6685958e+00 -6.7479692e+00 -3.7055993e+00 -7.1406193e+00
 -8.5308713e-01 -5.1597896e+00 -5.9225297e+00 -2.5191710e+00
 -4.4327683e+00 -1.1669689e+00  4.5858306e-01 -1.8100922e-01
  3.9621294e+00  1.6769567e+00  2.9645936e+00 -8.0841511e-01]",1
"[-6.0733771e+02  7.6366562e+01 -3.1066782e+00  9.6595049e+00
  1.5164244e+00 -2.5512824e+00 -1.3942695e+01 -2.8558593e+00
 -2.0524389e+01 -7.9137621e+00 -1.9971525e+01 -6.8832273e+00
  1.1948125e+00 -1.2160287e+01  1.8078532e+00 -1.1782867e+01
 -7.5173683e+00 -6.3554020e+00 -2.1768630e+00 -1.1480282e+01
 -8.5287323e+00  8.9366305e-01 -1.5187235e+01  3.0790114e-01
 -5.7188721e+00 -9.0893021e+00 -5.5973005e+00 -5.0131712e+00
  1.9945951e-01 -6.3859153e+00 -8.4106112e-01 -9.8220122e-01
 -7.4944563e-02 -3.9174679e-01 -1.0773208e+00 -2.1260278e+00
  1.1120697e+00  3.5568655e+00  4.8529882e+00  6.0927052e+00]",1
"[-6.5071899e+02  8.2743683e+01 -4.5724096e+00 -1.7063653e+00
 -1.0114097e-01  1.7748890e+00 -1.9256908e+01 -3.0101988e+00
 -2.3750061e+01 -1.1142656e+01 -1.5372592e+01 -7.8702464e+00
  1.9125806e+00 -1.2167474e+01  1.5551151e+00 -1.0234788e+01
 -3.5384498e+00 -7.8594003e+00 -4.0496202e+00 -3.2749648e+00
 -9.2481976e+00  1.7507074e+00 -1.3628487e+01 -4.8743659e-01
 -3.3535490e+00 -8.3993731e+00 -1.3710388e+00 -8.1680412e+00
  4.0034059e-01 -5.3172936e+00 -3.8949554e+00 -2.9277866e+00
 -3.7086995e+00 -1.6920764e+00 -3.2270875e+00  2.0547040e+00
  1.4520298e+00  2.4407485e+00  4.4836993e+00 -1.5023591e-01]",1
"[-6.2592474e+02  7.3714661e+01  3.9666078e+00  1.8727945e+00
 -1.4318607e+00  4.1234260e+00 -1.5581808e+01 -4.8846970e+00
 -1.8717245e+01 -1.0244843e+01 -1.4706916e+01 -5.0162082e+00
  1.3838180e+00 -1.0744225e+01 -5.9340566e-01 -8.8376503e+00
 -4.7128277e+00 -8.3305750e+00 -1.3595680e+00 -5.7082915e+00
 -9.0201855e+00  1.2747222e+00 -1.1115545e+01 -8.7000728e-02
 -3.7469950e+00 -7.4501686e+00 -2.2704160e+00 -5.9357505e+00
 -7.9857379e-01 -4.6726470e+00 -3.9804628e+00 -3.5603020e+00
 -3.4317179e+00 -3.4955130e+00 -2.9175506e+00  7.4999923e-01
  1.7433869e+00  3.5858357e+00  4.6392908e+00  8.6286759e-01]",1
"[-6.19250916e+02  7.14826508e+01  3.59661555e+00  8.11375082e-01
 -3.37856245e+00  6.44175708e-01 -1.24152021e+01 -5.46972179e+00
 -2.12567577e+01 -1.04761305e+01 -1.58684855e+01 -7.26616573e+00
  2.26191926e+00 -1.01016922e+01  5.96859872e-01 -8.74987698e+00
 -4.88714647e+00 -6.93001604e+00 -8.56429636e-01 -6.69300032e+00
 -6.41419315e+00  2.53311086e+00 -1.23579350e+01  1.52681017e+00
 -5.67831659e+00 -5.78198433e+00 -2.34983420e+00 -6.73121595e+00
  1.62306213e+00 -3.76138687e+00 -8.52063000e-01 -2.79148912e+00
 -2.29416084e+00 -3.31519246e+00 -3.16407466e+00  5.85897028e-01
 -1.84556860e-02  5.52292490e+00  5.38953876e+00  2.39094782e+00]",1
"[-6.12820435e+02  6.39419174e+01  2.52561593e+00 -5.07609963e-01
 -2.81457353e+00 -2.81621292e-02 -1.55686522e+01 -6.23564196e+00
 -1.71444492e+01 -1.21302185e+01 -1.41540709e+01 -4.12293196e+00
  6.26579881e-01 -9.37355137e+00 -1.91424444e-01 -4.29876518e+00
 -5.41284704e+00 -7.96054459e+00 -7.55559802e-01 -7.17658091e+00
 -5.17376137e+00  9.17780399e-01 -1.07832470e+01  1.00931302e-01
 -3.41948652e+00 -5.30907154e+00 -2.85099435e+00 -5.44471884e+00
 -2.92840004e-01 -2.31209350e+00 -1.61428380e+00 -3.75149632e+00
 -3.44782758e+00 -2.98632312e+00 -1.24749839e+00  1.78199959e+00
  2.36224079e+00  4.96933079e+00  3.97600150e+00 -9.33072567e-02]",1
"[-5.9659515e+02  6.4293915e+01 -3.0244222e+00  8.3842964e+00
 -8.0117333e-01 -3.2940869e+00 -1.2838858e+01 -2.7999020e+00
 -2.2285456e+01 -6.4425273e+00 -1.6930874e+01 -8.6442862e+00
  2.7921276e+00 -1.3179665e+01  2.3038836e+00 -9.3373861e+00
 -6.2185311e+00 -7.2132626e+00 -1.3117867e+00 -8.2581234e+00
 -8.6401157e+00  3.5609612e+00 -1.3645037e+01  1.0604303e+00
 -4.3756900e+00 -6.6726046e+00 -1.5391008e+00 -6.1079383e+00
  1.8404118e+00 -4.0299206e+00 -1.1190165e+00 -1.5077199e+00
 -2.3381968e+00 -1.9241456e+00 -1.8674697e+00  8.4378463e-01
  8.1214726e-02  2.6415203e+00  4.7511086e+00  3.6525865e+00]",1
"[-6.0341260e+02  6.3706402e+01  3.5962963e+00  1.8995559e+00
 -2.3429260e+00  5.3030349e-02 -1.3946459e+01 -5.4516621e+00
 -2.1937393e+01 -1.2287696e+01 -1.3825613e+01 -7.6596498e+00
  1.7481095e+00 -7.5827188e+00  2.2549331e+00 -8.1234217e+00
 -4.1770315e+00 -6.7552428e+00 -6.4370763e-01 -4.2006545e+00
 -9.9787159e+00  2.9631968e+00 -9.7751141e+00 -2.0782614e+00
 -3.1553636e+00 -6.5408664e+00 -2.5025492e+00 -3.8142560e+00
  2.4729998e+00 -1.3584635e+00 -1.0852079e+00 -1.9937797e+00
 -2.1451466e+00 -3.7359366e+00 -3.1665521e+00  1.0409635e+00
  8.1241828e-01  4.9235716e+00  5.2598791e+00  2.3944910e+00]",1
"[-599.03033      56.24743      10.96795       2.2700245    -6.672477
    4.8856893   -15.349139     -5.3356986   -21.364012    -12.41073
  -14.541962     -5.723239      1.9272796    -8.19625       2.30701
   -8.423975     -3.0263789    -6.7106133    -0.7718109    -4.1964417
   -8.313851      2.4844265   -12.093134     -1.0735704    -4.143949
   -6.7474294    -0.92361987   -3.5686095     2.3419542    -2.9046724
   -2.5430918    -4.59091      -3.4984524    -4.191859     -1.989358
    2.8947976     2.7309468     5.5937476     3.3738844     1.6739815 ]",1
"[-6.6833209e+02  9.2471779e+01 -4.6085320e+00  3.2036529e+00
  3.0065286e+00  7.2045082e-01 -1.0945452e+01 -3.5206509e+00
 -1.9283794e+01 -1.4545034e+01 -1.6181473e+01 -6.5585837e+00
  1.6938831e+00 -7.0420399e+00 -4.0746369e+00 -6.5190492e+00
 -3.8208873e+00 -6.0029254e+00 -4.2349629e+00 -8.9524059e+00
 -6.7243104e+00 -2.2434833e+00 -1.0622444e+01 -2.3806837e+00
 -4.1727858e+00 -6.5642090e+00 -4.3215461e+00 -4.9006038e+00
 -1.7697252e+00 -4.1579890e+00 -3.9448957e+00 -4.3069453e+00
 -3.7335682e+00 -3.9495590e+00 -3.0047593e+00 -3.2685404e+00
 -4.0503946e-01 -3.0231052e-03  3.4978602e+00  4.0352244e+00]",1
"[-5.98896851e+02  5.65350647e+01  6.11217403e+00  7.50365210e+00
  4.73556608e-01 -6.26950115e-02 -1.33601303e+01  1.75081611e+00
 -2.10530033e+01 -1.07405033e+01 -1.25258465e+01 -1.02049856e+01
 -7.92460799e-01 -1.06568947e+01  1.23670554e+00 -8.29446411e+00
 -4.74434185e+00 -7.41827726e+00 -1.55950880e+00 -7.35097742e+00
 -9.17867756e+00  3.61927843e+00 -1.20002565e+01 -4.76845920e-01
 -3.86305475e+00 -6.83904171e+00 -1.74088597e+00 -5.22326469e+00
  2.21764851e+00 -2.67572904e+00 -7.73883224e-01 -4.65961367e-01
 -3.18260598e+00 -1.93688667e+00 -1.43066120e+00  1.03210330e+00
  2.13440895e+00  2.32019663e+00  4.17882109e+00  2.65702844e+00]",1
"[-6.6160980e+02  9.4231941e+01 -1.4778252e+01  3.6502225e+00
 -4.3513350e+00  2.4385943e+00 -1.3587489e+01 -2.5565248e+00
 -1.7414999e+01 -1.2856403e+01 -1.7469969e+01 -7.3482203e+00
 -7.9609889e-01 -1.1324417e+01 -2.0755801e+00 -8.7596607e+00
 -3.9219911e+00 -6.9496875e+00 -1.3945688e+00 -5.6507597e+00
 -8.1322393e+00  1.3152100e+00 -1.0982918e+01 -7.3284858e-01
 -4.1776209e+00 -5.3143983e+00 -3.1526818e+00 -5.5305338e+00
 -5.3475541e-01 -5.5906076e+00 -1.9763348e+00 -3.8945529e+00
 -3.5385160e+00 -4.2432022e+00 -3.6057820e+00 -2.1881864e+00
 -4.3269086e-01  1.2040600e+00  3.6784475e+00  1.9090520e+00]",1
"[-6.2662408e+02  7.5400536e+01  1.7496021e+00 -5.1543474e+00
 -2.5305867e+00  1.7515500e-01 -1.6356426e+01 -3.6576874e+00
 -2.1566393e+01 -1.3113070e+01 -1.8690287e+01 -5.4883866e+00
  3.9384358e+00 -7.0157156e+00  9.4841582e-01 -6.9125590e+00
 -2.5246592e+00 -5.7486167e+00 -9.8907024e-01 -9.8175840e+00
 -7.8528147e+00  1.0175382e+00 -1.3137924e+01  2.1936314e+00
 -3.9791749e+00 -7.4579468e+00 -2.1000993e+00 -4.6234522e+00
  1.5928005e+00 -4.7645125e+00 -3.1015322e+00 -1.9964761e+00
 -2.2340841e+00 -3.9200327e+00 -4.3609834e+00 -2.6194594e+00
  8.0633253e-01  2.9720027e+00  5.7838054e+00  5.3158283e+00]",1
"[-699.2622     107.87298    -29.51499     12.352848    -9.452806
    7.9375343  -19.017557     2.7919593  -20.9156     -11.817925
  -17.650814   -11.02674     -2.3005748   -9.650092    -4.022106
   -9.289273    -6.1726804   -9.569486    -7.2397227   -6.853313
   -7.1263075   -1.3829043  -13.142644    -1.6350322   -6.690665
   -3.752591    -5.253595    -3.9983935   -1.9619193   -4.1713133
   -4.5418153   -0.7764386   -4.9204135   -2.9395475   -3.8237157
   -2.6007776   -2.194244    -1.614359    -1.5596708    1.881633 ]",1
